Test Image,Best Match,Match Percentage,MatchPercentage Class,Confidence Score,Threshold
182.JPG,cc.JPG,0.7747527560980549,cc.JPG,40.31258639261559,0.2
93.jpg,z.jpg,0.21015499503340296,z.jpg,40.31204618511293,0.2
167.jpg,tt.JPG,0.8176710415145122,tt.JPG,40.30569184806268,0.2
69.jpg,z.jpg,0.13408945354999802,z.jpg,40.31712330971433,0.2
208.JPG,e.jpg,0.32660610437950854,e.jpg,40.30212199773891,0.2
277.jpg,b.jpg,0.1414040338976129,b.jpg,40.308142584263635,0.2
17.jpg,c.jpg,0.025921171965959555,c.jpg,40.313608341195724,0.2
140.jpg,ww.JPG,0.9379522964503912,ww.JPG,40.30893884025553,0.2
230.JPG,cc.JPG,0.5836823575228491,cc.JPG,40.31021638552687,0.2
284.JPG,z.jpg,0.08839160173404947,z.jpg,40.306975166583705,0.2
6.jpg,b.jpg,0.8611652243198549,b.jpg,40.310443886430754,0.2
268.JPG,cc.JPG,0.9645937416867445,cc.JPG,40.307825574451975,0.2
185.JPG,m.jpg,0.5541184030816686,m.jpg,40.30740163883294,0.2
92.jpg,yy.jpeg,0.542166411482609,yy.jpeg,40.300881370096945,0.2
47.JPG,k.JPG,0.6279438845212287,k.JPG,40.3124420014811,0.2
209.JPG,cc.JPG,0.2736833390420358,cc.JPG,40.30695130949101,0.2
181.JPG,nn.JPG,0.9097042842802886,nn.JPG,40.3081301487788,0.2
107.jpg,z.jpg,0.5490204140094925,z.jpg,40.31114616378087,0.2
43.JPG,z.jpg,0.6731218767950756,z.jpg,40.308554726283816,0.2
