Image Name,Number of Matches,Matching Percentage,ROI Location
197.JPG,123,24.6,ROI Location
198.JPG,135,27.0,ROI Location
199.JPG,124,24.8,ROI Location
2.JPG,119,23.799999999999997,ROI Location
20.jpg,114,22.8,ROI Location
200.JPG,100,20.32520325203252,ROI Location
201.JPG,120,24.0,ROI Location
202.JPG,121,24.2,ROI Location
203.JPG,112,22.400000000000002,ROI Location
204.JPG,133,26.6,ROI Location
205.JPG,61,20.401337792642142,ROI Location
206.JPG,103,24.065420560747665,ROI Location
207.JPG,91,27.083333333333332,ROI Location
208.JPG,125,25.0,ROI Location
209.JPG,116,23.200000000000003,ROI Location
21.jpg,135,27.0,ROI Location
210.JPG,96,19.2,ROI Location
211.JPG,130,26.91511387163561,ROI Location
212.JPG,109,21.8,ROI Location
213.JPG,107,22.291666666666668,ROI Location
214.JPG,130,26.0,ROI Location
215.JPG,118,24.18032786885246,ROI Location
216.JPG,96,23.762376237623762,ROI Location
217.JPG,81,40.099009900990104,ROI Location
218.JPG,43,39.44954128440367,ROI Location
219.JPG,60,29.850746268656714,ROI Location
22.jpg,113,22.6,ROI Location
220.JPG,62,43.35664335664335,ROI Location
221.JPG,136,27.200000000000003,ROI Location
222.JPG,95,23.6318407960199,ROI Location
223.JPG,93,21.28146453089245,ROI Location
224.JPG,84,41.17647058823529,ROI Location
225.JPG,70,35.35353535353536,ROI Location
226.JPG,116,23.200000000000003,ROI Location
227.JPG,44,34.645669291338585,ROI Location
228.JPG,127,25.4,ROI Location
229.JPG,103,23.515981735159816,ROI Location
23.jpg,126,25.2,ROI Location
230.JPG,81,32.53012048192771,ROI Location
231.JPG,61,44.52554744525548,ROI Location
232.JPG,126,25.403225806451612,ROI Location
233.JPG,103,24.29245283018868,ROI Location
234.JPG,109,21.8,ROI Location
235.JPG,64,44.44444444444444,ROI Location
236.JPG,117,23.400000000000002,ROI Location
237.JPG,93,23.66412213740458,ROI Location
238.JPG,116,23.200000000000003,ROI Location
239.JPG,107,21.485943775100402,ROI Location
24.jpg,120,24.0,ROI Location
240.JPG,101,29.275362318840582,ROI Location
241.JPG,64,31.372549019607842,ROI Location
242.JPG,91,27.164179104477608,ROI Location
243.JPG,44,38.59649122807017,ROI Location
244.JPG,28,51.85185185185185,ROI Location
245.JPG,87,29.591836734693878,ROI Location
246.JPG,123,24.6,ROI Location
247.JPG,112,22.400000000000002,ROI Location
248.JPG,59,38.56209150326798,ROI Location
249.JPG,126,25.661914460285136,ROI Location
25.jpg,104,20.8,ROI Location
250.JPG,107,22.107438016528928,ROI Location
251.JPG,32,54.23728813559322,ROI Location
252.JPG,91,23.39331619537275,ROI Location
253.JPG,131,26.680244399185337,ROI Location
254.JPG,104,20.8,ROI Location
255.JPG,115,23.0,ROI Location
256.JPG,128,25.6,ROI Location
257.JPG,122,25.311203319502074,ROI Location
258.JPG,122,26.637554585152838,ROI Location
259.JPG,114,22.8,ROI Location
26.jpg,140,28.000000000000004,ROI Location
260.JPG,122,24.4,ROI Location
261.JPG,108,21.774193548387096,ROI Location
262.JPG,60,51.28205128205128,ROI Location
263.JPG,120,27.713625866050805,ROI Location
264.JPG,132,26.400000000000002,ROI Location
265.JPG,114,22.8,ROI Location
266.JPG,131,26.200000000000003,ROI Location
267.JPG,112,22.400000000000002,ROI Location
268.JPG,120,24.0,ROI Location
269.JPG,131,26.200000000000003,ROI Location
27.jpg,127,25.4,ROI Location
270.JPG,137,27.400000000000002,ROI Location
271.JPG,112,22.400000000000002,ROI Location
272.JPG,89,24.45054945054945,ROI Location
273.JPG,120,25.0,ROI Location
274.JPG,88,18.6046511627907,ROI Location
275.JPG,96,27.11864406779661,ROI Location
276.JPG,49,25.789473684210527,ROI Location
277.jpg,93,18.6,ROI Location
278.jpg,92,18.4,ROI Location
279.jpg,113,22.6,ROI Location
28.jpg,121,24.2,ROI Location
280.jpg,103,20.599999999999998,ROI Location
281.jpg,107,21.4,ROI Location
282.jpg,100,20.0,ROI Location
283.JPG,103,20.599999999999998,ROI Location
284.JPG,128,25.6,ROI Location
285.JPG,133,26.6,ROI Location
286.JPG,128,25.6,ROI Location
287.JPG,114,22.8,ROI Location
288.JPG,100,20.0,ROI Location
289.JPG,145,28.999999999999996,ROI Location
29.jpg,129,25.8,ROI Location
290.JPG,144,28.799999999999997,ROI Location
291.JPG,125,25.0,ROI Location
292.JPG,111,22.2,ROI Location
293.JPG,120,24.0,ROI Location
294.JPG,139,27.800000000000004,ROI Location
295.JPG,130,26.0,ROI Location
296.JPG,138,27.6,ROI Location
297.JPG,128,25.651302605210418,ROI Location
298.JPG,135,27.0,ROI Location
299.JPG,121,24.29718875502008,ROI Location
3.JPG,136,27.200000000000003,ROI Location
30.jpg,106,21.2,ROI Location
300.JPG,128,25.6,ROI Location
301.JPG,137,27.400000000000002,ROI Location
302.JPG,83,25.382262996941897,ROI Location
303.JPG,99,21.710526315789476,ROI Location
304.JPG,100,28.735632183908045,ROI Location
305.JPG,108,24.65753424657534,ROI Location
306.JPG,109,26.520681265206814,ROI Location
307.jpg,127,25.4,ROI Location
308.JPG,131,26.200000000000003,ROI Location
309.JPG,99,30.0,ROI Location
31.jpg,118,23.599999999999998,ROI Location
310.JPG,109,22.06477732793522,ROI Location
311.JPG,99,28.125,ROI Location
312.JPG,112,24.669603524229075,ROI Location
32.jpg,115,23.0,ROI Location
33.jpg,130,26.0,ROI Location
34.jpg,130,26.0,ROI Location
35.jpg,134,26.8,ROI Location
36.jpg,122,24.4,ROI Location
37.jpg,59,40.689655172413794,ROI Location
38.jpg,121,24.2,ROI Location
39.jpg,123,24.6,ROI Location
4.JPG,128,25.6,ROI Location
40.jpg,125,25.0,ROI Location
41.JPG,132,26.61290322580645,ROI Location
42.JPG,109,22.94736842105263,ROI Location
43.JPG,103,23.678160919540232,ROI Location
44.JPG,138,28.336755646817245,ROI Location
45.JPG,88,17.599999999999998,ROI Location
46.JPG,91,18.2,ROI Location
47.JPG,114,22.8,ROI Location
48.JPG,106,21.2,ROI Location
49.JPG,117,23.92638036809816,ROI Location
5.JPG,110,22.0,ROI Location
50.JPG,96,19.2,ROI Location
51.JPG,135,27.77777777777778,ROI Location
52.JPG,131,26.200000000000003,ROI Location
53.JPG,123,24.6,ROI Location
54.JPG,129,26.113360323886642,ROI Location
55.JPG,116,23.200000000000003,ROI Location
56.JPG,127,25.4,ROI Location
57.JPG,104,20.8,ROI Location
58.jpg,118,23.599999999999998,ROI Location
59.jpg,108,21.6,ROI Location
6.jpg,94,18.8,ROI Location
60.jpg,110,22.0,ROI Location
61.jpg,74,31.35593220338983,ROI Location
62.jpg,96,21.71945701357466,ROI Location
63.jpg,127,25.4,ROI Location
64.jpg,103,20.599999999999998,ROI Location
65.jpg,88,17.599999999999998,ROI Location
66.jpg,91,18.2,ROI Location
67.jpg,101,20.200000000000003,ROI Location
68.jpg,129,25.8,ROI Location
69.jpg,108,21.6,ROI Location
7.jpg,99,19.8,ROI Location
70.jpg,123,24.6,ROI Location
71.jpg,125,25.0,ROI Location
72.jpg,132,26.400000000000002,ROI Location
73.jpg,111,22.2,ROI Location
74.jpg,131,26.200000000000003,ROI Location
75.jpg,136,27.200000000000003,ROI Location
76.jpg,121,24.2,ROI Location
77.jpg,96,19.2,ROI Location
78.jpg,28,36.36363636363637,ROI Location
79.jpg,105,21.0,ROI Location
8.jpg,120,24.0,ROI Location
80.jpg,117,23.400000000000002,ROI Location
81.jpg,121,25.313807531380757,ROI Location
82.jpg,101,20.200000000000003,ROI Location
83.jpg,111,22.2,ROI Location
84.jpg,96,19.2,ROI Location
85.jpg,96,19.2,ROI Location
86.jpg,109,21.8,ROI Location
87.jpg,130,26.0,ROI Location
88.jpg,117,23.400000000000002,ROI Location
89.jpg,79,15.8,ROI Location
9.jpg,123,24.6,ROI Location
90.jpg,135,27.0,ROI Location
91.jpg,113,22.6,ROI Location
92.jpg,121,24.2,ROI Location
93.jpg,121,24.2,ROI Location
94.jpg,134,26.8,ROI Location
95.jpg,97,19.400000000000002,ROI Location
96.jpg,80,21.50537634408602,ROI Location
97.jpg,123,24.6,ROI Location
98.jpg,94,18.8,ROI Location
99.jpg,111,22.2,ROI Location
